639	621	680	725	927	1213	1110	
586	629	654	787	932	740	370	
557	566	655	730	535	248	126	
665	756	836	717	585	693	1261	
851	934	857	794	936	1341	1420	
944	883	837	954	1230	1215	1009	
814	765	843	1023	944	705	401	
728	787	920	834	639	454	506	
774	883	807	654	535	602	698	
836	765	634	540	586	626	553	
693	572	485	505	505	409	264	
524	443	452	438	352	251	237	
441	448	436	371	310	333	428	
469	463	415	381	420	511	595	
