1632	1613	1778	1909	2450	3247	3047
1550	1677	1761	2129	2553	2107	1167
1536	1582	1842	2087	1635	929	692
1980	2263	2544	2319	2075	2530	4369
2581	2869	2753	2679	3183	4429	4487
2901	2811	2763	3163	3987	3795	3102
2603	2530	2801	3330	2983	2230	1360
2435	2645	3036	2702	2107	1611	1861
2547	2857	2555	2072	1728	1912	1964
2618	2325	1892	1591	1667	1569	1175
2057	1652	1362	1362	1196	813	449
1473	1200	1170	996	674	423	395
1162	1129	982	738	592	663	930
1207	1098	924	861	998	1299	1670
