264	278	315	359	465	618	548	
270	300	332	405	486	386	224	
279	302	355	403	308	188	153	
381	438	494	446	411	505	857	
496	552	525	519	617	849	840	
555	532	529	606	757	706	572	
498	490	543	641	568	432	293	
465	505	575	504	392	303	313	
464	516	448	350	276	267	222	
458	391	301	234	214	164	107	
341	257	194	170	122	72	37	
223	164	139	95	53	26	14	
161	139	104	75	65	78	142	
169	145	130	135	168	245	348	
